organization,rateCase,decisionMode,windowBits,slideBits,dtb,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
D_CONT_150x2,R23,Soft Float,128,25,98,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,150,2,1000,139369,1000,0.4645633333333333,1.0,0.4627791035584968,0.4663484706198541,0.9961732415144448,1.0,0.47484999999999999,0.46382857142857142,1.0237618578292473,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1732.5411000000013,1567.6,2654.5,7819.0,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-4.0,-4.0,-2.153085691824012,0.65359477124183,1.2559432157547905,150,2,1000,135773,1000,0.4525766666666666,1.0,0.4507961569423059,0.4543583908740237,0.9961732415144448,1.0,0.47020000000000001,0.45131785714285716,1.0418377924965774,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1756.8736999999992,1574.6,2815.8,8997.2,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-3.5,-3.5,-1.6530856918240122,0.65359477124183,1.1193605692841695,150,2,1000,130406,1000,0.4346866666666666,1.0,0.432913650480431,0.4364613554880206,0.9961732415144448,1.0,0.45419999999999999,0.43329285714285715,1.0482517597797596,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1801.2174000000005,1603.4,2863.0,8820.399999999998,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-3.0,-3.0,-1.1530856918240122,0.65359477124183,0.9976311574844398,150,2,1000,121599,1000,0.40533,1.0,0.4035743925896409,0.4070880318520248,0.9961732415144448,1.0,0.42914999999999998,0.40362857142857145,1.0632299851348481,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1775.1349000000048,1581.1,2936.4,6264.6,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-2.5,-2.5,-0.6530856918240122,0.65359477124183,0.8891397050194613,150,2,1000,109581,1000,0.3652699999999999,1.0,0.3635487206606813,0.36699472969345,0.9961732415144448,1.0,0.38545000000000001,0.36382857142857145,1.0594275168839327,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1798.0336999999995,1602.3,2782.8,7526.2,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-2.0,-2.0,-0.1530856918240122,0.65359477124183,0.7924465962305566,150,2,1000,91342,1000,0.3044733333333333,1.0,0.3028291285632592,0.306122545423545,0.9961732415144448,1.0,0.33124999999999999,0.30256071428571429,1.0948215824450818,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1791.418,1581.3,2882.3,9248.9,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-1.5,-1.5,0.3469143081759877,0.65359477124183,0.7062687723113771,150,2,1000,68210,994,0.2273666666666666,0.994,0.2258703485783236,0.2288699667304273,0.9869718317581478,0.9972473308581236,0.25519999999999998,0.22537857142857143,1.13231705384591,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1816.9968000000008,1618.0,3016.4,8981.1,5,0.0039215686274509,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-1.0,-1.0,0.8469143081759877,0.65359477124183,0.6294627058970836,150,2,1000,44683,940,0.1489433333333333,0.94,0.1476738058261788,0.1502218511902258,0.9235289252086432,0.953103527324068,0.1774,0.14691071428571428,1.2075361614197155,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1878.2155000000007,1656.8,3064.9,7715.2,5,0.0392156862745098,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,-0.5,-0.5,1.3469143081759878,0.65359477124183,0.5610092271509816,150,2,1000,23338,762,0.0777933333333333,0.762,0.076840273122595,0.078757206002445,0.7346343310291412,0.787360447524428,0.095699999999999993,0.076514285714285715,1.2507468259895442,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1814.2256999999968,1615.0,2914.5,10517.3,5,0.1555555555555555,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,0.0,0.0,1.846914308175988,0.65359477124183,0.5,150,2,1000,9834,479,0.0327799999999999,0.4789999999999999,0.032148789701058,0.0334231755216636,0.4481771504618108,0.5099835733945823,0.039100000000000003,0.032328571428571429,1.209456473707468,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1771.0669,1596.4,2841.3,4876.0,5,0.3405228758169934,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,0.5,0.5,2.346914308175988,0.65359477124183,0.4456254690668727,150,2,1000,3248,230,0.0108266666666666,0.23,0.0104625650036341,0.0112032957640616,0.2049796937202305,0.2570867558619692,0.013299999999999999,0.01065,1.2488262910798122,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1792.7500999999995,1621.9,2687.4,14895.4,5,0.5032679738562091,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,150,2,2268,2137,202,0.0031407995296884,0.0890652557319223,0.0030106210335401,0.0032765884120279,0.0780268168947869,0.1014933944461942,0.002976190476190476,0.0031525573192239861,0.94405594405594395,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1905.342724867728,1656.8,3238.6,16987.5,5,0.5953821857961292,459,26112,326587464,2472120,18086155661335348847,2026072001,2026072904,0-2267,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,150,2,7121,1610,200,0.0007536394701118,0.0280859429855357,0.0007177273689311,0.0007913470409239,0.0244955975577115,0.0321851666606599,0.00051256845948602727,0.00077085882801372196,0.66493168510084588,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1856.242353602025,1674.0,2877.0,14969.4,5,0.6352379457610877,459,26112,1025409758,7761890,5540722467488841842,2026072001,2026072904,0-7120,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,2.0,2.0,3.846914308175988,0.65359477124183,0.3154786722400966,150,2,29834,1382,200,0.0001544099573193,0.0067037608098143,0.0001464814536562,0.0001627675319366,0.0058391966701276,0.0076953433326415,0.00012569551518401824,0.00015646098890048746,0.80336648814078049,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1834.7175906683613,1672.0,2756.2,16549.3,5,0.6492132282288796,459,26112,4296036332,32519060,15089129249703883593,2026072001,2026072904,0-29833,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,2.5,2.5,4.346914308175988,0.65359477124183,0.2811706625951745,150,2,50000,424,79,2.8266666666666668e-05,0.00158,2.570115946218144e-05,3.10882565822513e-05,0.0012680687046281,0.0019685118079705,4.8000000000000001e-05,2.6857142857142857e-05,1.7872340425531916,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1803.341639999996,1651.1,2672.1,16981.0,5,0.6525620915032679,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,3.0,3.0,4.846914308175988,0.65359477124183,0.2505936168136361,150,2,50000,53,12,3.533333333333333e-06,0.00024,2.7015530444120528e-06,4.6212090016282975e-06,0.0001373003274447,0.0004194860715286,6.0000000000000002e-06,3.3571428571428571e-06,1.7872340425531916,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1898.435550000016,1692.2,2914.7,58478.2,5,0.653437908496732,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,3.5,3.5,5.346914308175988,0.65359477124183,0.2233417960754815,150,2,50000,8,2,5.333333333333333e-07,4e-05,2.702532928873656e-07,1.0525102897361208e-06,1.0969511301390302e-05,0.0001458476169816,0,5.7142857142857139e-07,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1821.4050800000048,1664.9,2702.4,20181.2,5,0.6535686274509803,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,4.0,4.0,5.846914308175988,0.65359477124183,0.1990535852767486,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1818.8737000000065,1664.0,2707.8,16999.9,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,4.5,4.5,6.346914308175988,0.65359477124183,0.1774066946167877,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1815.075262000008,1660.9,2693.0,20133.4,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,5.0,5.0,6.846914308175988,0.65359477124183,0.1581138830084189,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1810.654491999992,1660.0,2664.2,16341.2,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,5.5,5.5,7.346914308175987,0.65359477124183,0.1409191465632226,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1805.2385639999904,1655.3,2665.7,16225.8,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,6.0,6.0,7.846914308175987,0.65359477124183,0.125594321575479,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1782.630559999992,1643.2,2590.6,13803.8,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,6.5,6.5,8.346914308175988,0.65359477124183,0.1119360569284169,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1817.832258000002,1645.2,2671.9,30495.5,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,7.0,7.0,8.846914308175988,0.65359477124183,0.099763115748444,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1813.1505020000104,1656.6,2707.8,16846.0,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,7.5,7.5,9.346914308175988,0.65359477124183,0.0889139705019461,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1822.4992919999945,1647.1,2670.1,23378.6,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,8.0,8.0,9.846914308175988,0.65359477124183,0.0792446596230556,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1815.590798000012,1640.5,2658.0,34206.5,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,8.5,8.5,10.346914308175988,0.65359477124183,0.0706268772311377,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1807.298657999988,1634.9,2648.1,27071.3,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,9.0,9.0,10.846914308175988,0.65359477124183,0.0629462705897083,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1809.8758,1635.8,2666.7,35518.4,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,9.5,9.5,11.346914308175988,0.65359477124183,0.0561009227150981,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1790.62304999999,1622.0,2625.8,39535.5,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R23,Soft Float,128,25,98,10.0,10.0,11.846914308175988,0.65359477124183,0.05,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1795.424894000002,1627.1,2621.1,27589.0,5,0.65359477124183,459,26112,7199900000,54500000,11306667432331685935,2026072001,2026072904,0-49999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-5.0,-5.0,-3.664610916297825,0.7352941176470588,1.5811388300841895,300,1,1000,145541,1000,0.4851366666666666,1.0,0.4833484649908786,0.4869252489834668,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,517.7783999999992,446.1,947.5,3384.8,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-4.5,-4.5,-3.1646109162978253,0.7352941176470588,1.4091914656322269,300,1,1000,144445,1000,0.4814833333333333,1.0,0.4796956150534731,0.4832715258138713,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,517.8328000000002,446.9,904.2,4769.9,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,300,1,1000,142893,1000,0.47631,1.0,0.4745231299935184,0.4780974766931094,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,501.0416000000001,436.8,896.0,3089.6,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-3.5,-3.5,-2.1646109162978253,0.7352941176470588,1.1193605692841695,300,1,1000,140386,1000,0.4679533333333333,1.0,0.4661682396686782,0.4697392476938151,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,513.3811000000003,442.8,889.0,5316.1,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-3.0,-3.0,-1.664610916297825,0.7352941176470588,0.9976311574844398,300,1,1000,136747,1000,0.4558233333333333,1.0,0.4540417133647647,0.4576060846397209,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,491.6008000000004,440.6,819.2999999999998,2671.2,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-2.5,-2.5,-1.164610916297825,0.7352941176470588,0.8891397050194613,300,1,1000,132028,1000,0.4400933333333333,1.0,0.4383178060562522,0.4418703947840567,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,497.29999999999967,442.3,847.5,3442.8,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,300,1,1000,124620,1000,0.4153999999999999,1.0,0.4136376971629833,0.4171644693920491,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,467.3280999999992,433.5,689.1,3030.0,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-1.5,-1.5,-0.1646109162978253,0.7352941176470588,0.7062687723113771,300,1,1000,111493,1000,0.3716433333333333,1.0,0.3699157532532475,0.3733742005503235,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,521.6397999999997,448.7,945.4,4981.0,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-1.0,-1.0,0.3353890837021746,0.7352941176470588,0.6294627058970836,300,1,1000,95578,1000,0.3185933333333333,1.0,0.3169283835041605,0.3202629288779503,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,498.8270999999998,444.6,809.2,3731.0,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-0.5,-0.5,0.8353890837021746,0.7352941176470588,0.5610092271509816,300,1,1000,73091,987,0.2436366666666666,0.987,0.2421038396173353,0.2451760590265176,0.9778855576244204,0.9923871796106488,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,515.1404,454.3,908.1,2125.7,5,0.0095588235294117,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,0.0,0.0,1.335389083702175,0.7352941176470588,0.5,300,1,1000,45343,918,0.1511433333333333,0.918,0.1498660631040592,0.1524295375716708,0.8993527833262955,0.9334480465797804,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,487.82290000000006,442.7,785.7999999999998,2144.7,5,0.0602941176470587,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,0.5,0.5,1.835389083702175,0.7352941176470588,0.4456254690668727,300,1,1000,23193,719,0.07731,0.7189999999999999,0.0763596776376798,0.078271147198569,0.6903436580897933,0.7459802216935335,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,487.4946000000005,444.9,772.7,4466.0,5,0.2066176470588235,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,1.0,1.0,2.3353890837021747,0.7352941176470588,0.3971641173621407,300,1,1000,9586,454,0.0319533333333333,0.454,0.0313299499093762,0.0325887031504474,0.4233763038248614,0.4849757579558096,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,500.37840000000006,448.0,765.9,4213.7,5,0.4014705882352941,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,1.5,1.5,2.8353890837021747,0.7352941176470588,0.3539728921920689,300,1,1000,3266,214,0.0108866666666666,0.214,0.0105215509608189,0.0112643082703129,0.1897000852144518,0.2404888206392857,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,539.5377,464.5,920.7,3446.7,5,0.5779411764705882,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,2.0,2.0,3.3353890837021747,0.7352941176470588,0.3154786722400966,300,1,2758,2416,200,0.0029199903311578,0.0725163161711385,0.0028060113243366,0.0030385850100174,0.0634205698842027,0.0828012407598934,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,522.6193255982596,452.0,847.1,19124.4,5,0.6819732969329864,408,59776,108025344,843948,5967690280214637981,2026072001,2026072904,0-2757,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
